0,0,0,0,3,4,3,2,0.0,0.0,0.3333333333333333,0.01,0.0,0.0,0.3333333333333333,0.01,0.0,0.0,0.3333333333333333,0.03,1.0,1.0,0.0,0.01
-1,0,-1,-1,3,4,3,2,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.01
-1,-1,0,0,1,4,4,0,1.0,0.0,0.0,0.01,0.0,0.0,1.0,0.01,1.0,0.0,0.0,0.03,1.0,0.0,0.0,0.01
0,0,0,0,2,3,4,4,1.0,0.0,0.0,0.01,1.0,0.0,0.0,0.01,0.0,0.0,0.6666666666666666,0.03,0.0,0.0,0.6666666666666666,0.01
1,0,0,0,2,3,4,4,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.01
-1,-1,-1,0,1,3,4,4,1.0,1.0,0.0,0.01,0.0,0.0,0.3333333333333333,0.02,0.0,0.0,0.3333333333333333,0.04,0.0,0.0,0.3333333333333333,0.02
0,0,0,1,4,4,2,4,1.0,0.0,0.0,0.01,1.0,0.0,0.0,0.02,1.0,0.0,0.0,0.04,0.0,0.0,1.0,0.02
0,0,1,0,4,4,2,2,0.0,0.0,0.3333333333333333,0.01,0.0,0.0,0.3333333333333333,0.02,0.0,0.0,0.3333333333333333,0.04,1.0,1.0,0.0,0.01
0,0,0,1,4,4,2,2,0.0,0.0,0.3333333333333333,0.01,0.0,0.0,0.3333333333333333,0.02,1.0,1.0,0.0,0.03,0.0,0.0,0.3333333333333333,0.01
-1,-1,-1,0,4,4,2,-1,0.0,0.0,0.3333333333333333,0.01,0.0,0.0,0.3333333333333333,0.02,0.0,0.0,0.3333333333333333,0.03,1.0,1.0,0.0,0.0
1,0,0,0,1,3,4,-1,1.0,0.0,0.0,0.01,1.0,0.0,0.0,0.02,1.0,0.0,0.0,0.03,0.0,0.0,1.0,0.0
0,0,0,0,-1,3,4,-1,1.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.02,0.0,0.0,0.3333333333333333,0.03,0.0,0.0,0.3333333333333333,0.0
0,1,0,0,-1,3,4,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0
0,-1,-1,0,-1,1,4,-1,0.0,0.0,0.3333333333333333,0.0,1.0,1.0,0.0,0.01,0.0,0.0,0.3333333333333333,0.03,0.0,0.0,0.3333333333333333,0.0
0,0,0,0,-1,3,0,-1,0.0,0.0,0.6666666666666666,0.0,1.0,0.0,0.0,0.01,1.0,0.0,0.0,0.03,0.0,0.0,0.6666666666666666,0.0
1,0,0,0,1,3,3,0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.01
0,1,0,0,-1,3,3,3,1.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.02,0.0,0.0,0.3333333333333333,0.04,0.0,0.0,0.3333333333333333,0.01
0,0,1,0,-1,2,3,3,0.0,0.0,0.3333333333333333,0.0,1.0,1.0,0.0,0.01,0.0,0.0,0.3333333333333333,0.04,0.0,0.0,0.3333333333333333,0.01
0,-1,-1,-1,-1,2,1,3,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.01,1.0,1.0,0.0,0.03,0.0,0.0,0.3333333333333333,0.01
0,0,0,0,-1,4,2,3,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.01,1.0,0.0,0.0,0.03,1.0,0.0,0.0,0.01
0,0,1,0,-1,4,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.01
0,0,0,1,-1,4,0,3,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.01,1.0,1.0,0.0,0.02,0.0,0.0,0.3333333333333333,0.01
0,1,0,0,-1,4,0,-1,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.01,0.0,0.0,0.3333333333333333,0.02,1.0,1.0,0.0,0.0
0,0,0,0,-1,-1,0,-1,0.0,0.0,0.3333333333333333,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.02,0.0,0.0,0.3333333333333333,0.0
0,0,0,0,-1,-1,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0
-1,0,-1,0,1,4,1,3,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.01
0,0,0,0,4,4,0,3,1.0,0.0,0.0,0.01,0.0,0.0,0.6666666666666666,0.01,1.0,0.0,0.0,0.03,0.0,0.0,0.6666666666666666,0.01
0,0,0,1,4,4,2,3,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.01
0,-1,-1,0,4,4,2,-1,0.0,0.0,0.3333333333333333,0.01,0.0,0.0,0.3333333333333333,0.01,0.0,0.0,0.3333333333333333,0.03,1.0,1.0,0.0,0.0
1,0,0,0,4,4,0,-1,0.0,0.0,0.6666666666666666,0.01,1.0,0.0,0.0,0.01,1.0,0.0,0.0,0.03,0.0,0.0,0.6666666666666666,0.0
0,0,0,0,-1,4,0,-1,1.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.01,0.0,0.0,0.3333333333333333,0.03,0.0,0.0,0.3333333333333333,0.0
0,0,0,0,-1,4,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0
0,1,0,0,-1,4,4,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0
0,0,0,0,-1,-1,4,-1,0.0,0.0,0.3333333333333333,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.03,0.0,0.0,0.3333333333333333,0.0
0,0,0,0,-1,-1,4,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0
0,0,1,0,0,2,4,2,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.01
0,-1,0,-1,3,2,0,2,0.0,0.0,0.3333333333333333,0.01,0.0,0.0,0.3333333333333333,0.01,1.0,1.0,0.0,0.03,0.0,0.0,0.3333333333333333,0.01
0,0,0,0,3,4,4,3,0.0,0.0,0.6666666666666666,0.01,1.0,0.0,0.0,0.01,0.0,0.0,0.6666666666666666,0.03,1.0,0.0,0.0,0.01
1,0,0,0,3,4,4,3,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.01
0,0,0,1,-1,4,4,3,1.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.01,0.0,0.0,0.3333333333333333,0.03,0.0,0.0,0.3333333333333333,0.01
0,-1,-1,0,-1,4,4,-1,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.01,0.0,0.0,0.3333333333333333,0.03,1.0,1.0,0.0,0.0
0,-1,-1,0,-1,1,1,-1,0.0,0.0,0.6666666666666666,0.0,1.0,0.0,0.0,0.01,1.0,0.0,0.0,0.03,0.0,0.0,0.6666666666666666,0.0
0,0,0,0,-1,4,2,-1,0.0,0.0,0.6666666666666666,0.0,1.0,0.0,0.0,0.01,1.0,0.0,0.0,0.03,0.0,0.0,0.6666666666666666,0.0
0,0,1,0,-1,4,2,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0
0,0,0,0,-1,4,0,-1,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.01,1.0,1.0,0.0,0.02,0.0,0.0,0.3333333333333333,0.0
0,1,0,0,4,4,3,0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.01
0,0,0,1,4,3,3,1,0.0,0.0,0.3333333333333333,0.01,1.0,1.0,0.0,0.01,0.0,0.0,0.3333333333333333,0.03,0.0,0.0,0.3333333333333333,0.01
0,0,1,0,4,3,3,-1,0.0,0.0,0.3333333333333333,0.01,0.0,0.0,0.3333333333333333,0.01,0.0,0.0,0.3333333333333333,0.03,1.0,1.0,0.0,0.0
-1,-1,0,0,4,3,0,-1,0.0,0.0,0.3333333333333333,0.01,0.0,0.0,0.3333333333333333,0.01,1.0,1.0,0.0,0.02,0.0,0.0,0.3333333333333333,0.0
0,0,1,0,4,0,1,-1,1.0,0.0,0.0,0.01,1.0,0.0,0.0,0.01,0.0,0.0,0.6666666666666666,0.02,0.0,0.0,0.6666666666666666,0.0
0,1,0,0,4,1,0,-1,0.0,0.0,0.3333333333333333,0.01,0.0,0.0,0.3333333333333333,0.01,1.0,1.0,0.0,0.01,0.0,0.0,0.3333333333333333,0.0
0,0,0,0,4,-1,2,-1,0.0,0.0,0.3333333333333333,0.01,1.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.01,0.0,0.0,0.3333333333333333,0.0
-1,0,-1,0,4,-1,2,-1,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0
0,0,0,0,2,-1,4,-1,1.0,0.0,0.0,0.01,0.0,0.0,0.6666666666666666,0.0,1.0,0.0,0.0,0.01,0.0,0.0,0.6666666666666666,0.0
1,0,0,0,2,-1,4,-1,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0
1,0,0,0,1,2,4,4,1.0,1.0,0.0,0.01,0.0,0.0,0.3333333333333333,0.01,0.0,0.0,0.3333333333333333,0.02,0.0,0.0,0.3333333333333333,0.01
0,-1,-1,0,-1,2,4,4,1.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.01,0.0,0.0,0.3333333333333333,0.02,0.0,0.0,0.3333333333333333,0.01
0,0,0,0,-1,0,0,4,0.0,0.0,0.6666666666666666,0.0,1.0,0.0,0.0,0.01,1.0,0.0,0.0,0.02,0.0,0.0,0.6666666666666666,0.01
0,0,0,1,-1,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.01
0,0,0,0,-1,3,4,-1,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.01,0.0,0.0,0.3333333333333333,0.02,1.0,1.0,0.0,0.0
0,0,0,0,-1,3,4,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0
0,1,0,0,-1,3,4,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0
0,0,1,0,-1,-1,4,-1,0.0,0.0,0.3333333333333333,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.02,0.0,0.0,0.3333333333333333,0.0
0,0,0,0,-1,-1,0,-1,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,1.0,0.0,0.01,0.0,0.0,0.3333333333333333,0.0
0,0,0,0,-1,-1,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0
0,0,0,0,0,3,4,0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.01
1,0,0,0,1,3,4,3,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.01
0,1,0,0,-1,3,4,3,1.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.01,0.0,0.0,0.3333333333333333,0.02,0.0,0.0,0.3333333333333333,0.01
0,0,-1,-1,-1,-1,4,3,0.0,0.0,0.3333333333333333,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.02,0.0,0.0,0.3333333333333333,0.01
0,0,0,0,-1,-1,3,0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,0.0,1.0,0.0,0.0,0.02,1.0,0.0,0.0,0.01
0,0,0,1,-1,-1,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.01
0,0,1,0,-1,-1,3,-1,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.02,1.0,1.0,0.0,0.0
0,0,0,0,-1,-1,4,-1,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,1.0,0.0,0.01,0.0,0.0,0.3333333333333333,0.0
0,0,0,0,-1,-1,4,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0
0,0,0,0,-1,-1,4,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0
0,0,1,0,0,0,4,3,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.01
0,0,0,0,3,4,2,3,0.0,0.0,0.3333333333333333,0.01,0.0,0.0,0.3333333333333333,0.01,1.0,1.0,0.0,0.01,0.0,0.0,0.3333333333333333,0.01
0,0,-1,-1,3,4,2,3,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1,0,0,0,3,4,0,2,0.0,0.0,0.6666666666666666,0.01,0.0,0.0,0.6666666666666666,0.01,1.0,0.0,0.0,0.01,1.0,0.0,0.0,0.01
0,-1,0,-1,-1,4,4,2,1.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.01,0.0,0.0,0.3333333333333333,0.01,0.0,0.0,0.3333333333333333,0.01
0,1,0,0,-1,1,4,0,0.0,0.0,0.6666666666666666,0.0,1.0,0.0,0.0,0.01,0.0,0.0,0.6666666666666666,0.01,1.0,0.0,0.0,0.01
0,0,0,0,-1,-1,4,3,0.0,0.0,0.3333333333333333,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.01,0.0,0.0,0.3333333333333333,0.01
0,0,1,0,-1,-1,4,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
0,0,0,1,-1,-1,-1,3,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.01
0,0,0,0,-1,-1,-1,-1,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,1.0,0.0,0.0
0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
-1,0,-1,0,1,4,2,2,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
0,0,0,1,0,4,0,2,1.0,0.0,0.0,0.01,0.0,0.0,0.6666666666666666,0.01,1.0,0.0,0.0,0.01,0.0,0.0,0.6666666666666666,0.01
0,0,0,0,2,4,0,-1,0.0,0.0,0.3333333333333333,0.01,0.0,0.0,0.3333333333333333,0.01,0.0,0.0,0.3333333333333333,0.01,1.0,1.0,0.0,0.0
-1,-1,0,0,2,4,0,-1,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0
0,1,0,0,3,1,4,-1,1.0,0.0,0.0,0.01,1.0,0.0,0.0,0.01,0.0,0.0,0.6666666666666666,0.01,0.0,0.0,0.6666666666666666,0.0
0,0,0,0,3,-1,4,-1,0.0,0.0,0.3333333333333333,0.01,1.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.01,0.0,0.0,0.3333333333333333,0.0
1,0,0,0,3,-1,4,-1,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0
0,0,1,0,-1,-1,4,-1,1.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.01,0.0,0.0,0.3333333333333333,0.0
0,0,0,0,-1,-1,-1,-1,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
0,0,0,0,0,2,0,4,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
0,1,0,0,3,2,2,4,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
0,0,1,0,3,-1,2,4,0.0,0.0,0.3333333333333333,0.01,1.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.01,0.0,0.0,0.3333333333333333,0.01
-1,0,0,-1,3,-1,-1,4,0.0,0.0,0.3333333333333333,0.01,0.0,0.0,0.3333333333333333,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.01
0,0,0,0,3,-1,-1,2,1.0,0.0,0.0,0.01,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,0.0,1.0,0.0,0.0,0.01
0,0,0,1,3,-1,-1,2,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01
1,0,0,0,3,-1,-1,-1,0.0,0.0,0.3333333333333333,0.01,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,1.0,0.0,0.0
0,0,0,0,-1,-1,-1,-1,1.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0
0,0,0,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0,0,0,1,4,0,4,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
0,0,0,0,-1,4,3,4,1.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.01,0.0,0.0,0.3333333333333333,0.01,0.0,0.0,0.3333333333333333,0.01
0,0,0,0,-1,4,3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
0,-1,-1,-1,-1,4,3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
0,0,0,0,-1,2,2,2,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.01,1.0,0.0,0.0,0.01,1.0,0.0,0.0,0.01
0,-1,-1,-1,-1,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
0,0,0,0,-1,4,4,2,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.01,1.0,0.0,0.0,0.01,1.0,0.0,0.0,0.01
0,0,0,1,-1,4,4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
0,0,0,0,-1,4,4,-1,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.01,0.0,0.0,0.3333333333333333,0.01,1.0,1.0,0.0,0.0
0,-1,-1,0,-1,4,4,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0
-1,-1,0,0,1,1,3,4,0.0,0.0,0.6666666666666666,0.01,1.0,0.0,0.0,0.02,1.0,0.0,0.0,0.02,0.0,0.0,0.6666666666666666,0.01
0,0,0,0,2,4,3,4,1.0,0.0,0.0,0.01,1.0,0.0,0.0,0.02,0.0,0.0,0.6666666666666666,0.02,0.0,0.0,0.6666666666666666,0.01
-1,0,-1,0,2,4,3,4,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.01
0,0,0,1,0,4,3,4,1.0,0.0,0.0,0.01,0.0,0.0,0.6666666666666666,0.02,1.0,0.0,0.0,0.02,0.0,0.0,0.6666666666666666,0.01
-1,-1,0,0,1,4,3,-1,0.0,0.0,0.3333333333333333,0.01,0.0,0.0,0.3333333333333333,0.02,0.0,0.0,0.3333333333333333,0.02,1.0,1.0,0.0,0.0
-1,0,-1,0,1,2,3,-1,1.0,0.0,0.0,0.01,1.0,0.0,0.0,0.02,0.0,0.0,0.6666666666666666,0.02,0.0,0.0,0.6666666666666666,0.0
0,1,0,0,3,2,3,-1,1.0,0.0,0.0,0.01,0.0,0.0,0.6666666666666666,0.02,1.0,0.0,0.0,0.02,0.0,0.0,0.6666666666666666,0.0
0,1,0,0,3,1,3,-1,0.0,0.0,0.3333333333333333,0.01,1.0,1.0,0.0,0.01,0.0,0.0,0.3333333333333333,0.02,0.0,0.0,0.3333333333333333,0.0
-1,0,-1,0,3,-1,3,-1,0.0,0.0,0.3333333333333333,0.01,1.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.02,0.0,0.0,0.3333333333333333,0.0
0,0,0,0,4,-1,3,-1,1.0,0.0,0.0,0.01,0.0,0.0,0.6666666666666666,0.0,1.0,0.0,0.0,0.02,0.0,0.0,0.6666666666666666,0.0
0,0,0,0,4,0,3,2,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.01
0,0,-1,-1,4,0,3,2,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.01
1,0,0,0,4,2,3,4,0.0,0.0,0.6666666666666666,0.02,0.0,0.0,0.6666666666666666,0.01,1.0,0.0,0.0,0.03,1.0,0.0,0.0,0.01
-1,-1,0,0,1,2,3,4,1.0,1.0,0.0,0.01,0.0,0.0,0.3333333333333333,0.01,0.0,0.0,0.3333333333333333,0.03,0.0,0.0,0.3333333333333333,0.01
0,0,1,0,3,3,3,4,1.0,0.0,0.0,0.01,1.0,0.0,0.0,0.01,0.0,0.0,0.6666666666666666,0.03,0.0,0.0,0.6666666666666666,0.01
0,0,0,1,3,3,0,4,0.0,0.0,0.3333333333333333,0.01,0.0,0.0,0.3333333333333333,0.01,1.0,1.0,0.0,0.02,0.0,0.0,0.3333333333333333,0.01
-1,-1,0,0,3,3,4,-1,0.0,0.0,0.3333333333333333,0.01,0.0,0.0,0.3333333333333333,0.01,0.0,0.0,0.3333333333333333,0.02,1.0,1.0,0.0,0.0
0,0,0,0,4,2,4,-1,1.0,0.0,0.0,0.01,1.0,0.0,0.0,0.01,0.0,0.0,0.6666666666666666,0.02,0.0,0.0,0.6666666666666666,0.0
0,1,0,0,4,2,4,-1,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0
0,0,1,0,4,-1,4,-1,0.0,0.0,0.3333333333333333,0.01,1.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.02,0.0,0.0,0.3333333333333333,0.0
-1,-1,0,0,4,1,4,2,0.0,0.0,0.3333333333333333,0.02,0.0,0.0,0.3333333333333333,0.01,1.0,1.0,0.0,0.02,0.0,0.0,0.3333333333333333,0.01
0,0,0,1,3,0,4,2,1.0,0.0,0.0,0.02,1.0,0.0,0.0,0.01,0.0,0.0,0.6666666666666666,0.02,0.0,0.0,0.6666666666666666,0.01
0,1,0,0,3,1,4,-1,0.0,0.0,0.3333333333333333,0.02,0.0,0.0,0.3333333333333333,0.01,0.0,0.0,0.3333333333333333,0.02,1.0,1.0,0.0,0.0
-1,0,-1,0,3,-1,4,-1,0.0,0.0,0.3333333333333333,0.02,1.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.02,0.0,0.0,0.3333333333333333,0.0
0,0,0,0,3,-1,3,-1,1.0,0.0,0.0,0.02,0.0,0.0,0.6666666666666666,0.0,1.0,0.0,0.0,0.02,0.0,0.0,0.6666666666666666,0.0
0,0,0,0,3,-1,3,-1,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0
-1,0,-1,0,3,-1,3,-1,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0
0,0,0,0,0,-1,0,-1,1.0,0.0,0.0,0.02,0.0,0.0,0.6666666666666666,0.0,1.0,0.0,0.0,0.02,0.0,0.0,0.6666666666666666,0.0
0,0,0,0,3,-1,0,-1,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0
0,0,1,0,3,-1,1,-1,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0
-1,0,-1,0,3,4,1,2,0.0,0.0,0.3333333333333333,0.03,0.0,0.0,0.3333333333333333,0.01,1.0,1.0,0.0,0.02,0.0,0.0,0.3333333333333333,0.01
0,0,0,1,4,4,3,2,1.0,0.0,0.0,0.03,0.0,0.0,0.6666666666666666,0.01,1.0,0.0,0.0,0.02,0.0,0.0,0.6666666666666666,0.01
0,0,0,0,4,4,3,-1,0.0,0.0,0.3333333333333333,0.03,0.0,0.0,0.3333333333333333,0.01,0.0,0.0,0.3333333333333333,0.02,1.0,1.0,0.0,0.0
0,-1,-1,0,4,4,3,-1,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0
1,0,0,0,4,3,3,-1,0.0,0.0,0.6666666666666666,0.03,1.0,0.0,0.0,0.01,1.0,0.0,0.0,0.02,0.0,0.0,0.6666666666666666,0.0
1,0,0,0,1,3,3,-1,1.0,1.0,0.0,0.02,0.0,0.0,0.3333333333333333,0.01,0.0,0.0,0.3333333333333333,0.02,0.0,0.0,0.3333333333333333,0.0
-1,-1,-1,0,1,3,3,-1,1.0,1.0,0.0,0.01,0.0,0.0,0.3333333333333333,0.01,0.0,0.0,0.3333333333333333,0.02,0.0,0.0,0.3333333333333333,0.0
0,0,0,0,4,3,0,-1,1.0,0.0,0.0,0.01,1.0,0.0,0.0,0.01,1.0,0.0,0.0,0.02,0.0,0.0,1.0,0.0
0,0,0,0,4,3,0,-1,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0
0,1,0,0,4,3,0,-1,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0
